Compound	Cluster	Classes	Common names	MetaCyc link
SHIKIMATE	9	Chemicals, Compounds, FRAMES, Compounds-And-Elements	shikimate	https://metacyc.org/compound?orgid=META&id=SHIKIMATE
XYLULOSE-5-PHOSPHATE	9	Carbohydrate-Derivatives, All-Carbohydrates, Pentose-phosphates, Chemicals, FRAMES, SUGAR-5-PHOSPHATES, Carbohydrates, PENTOSE-5-PHOSPHATES, Glycans, Sugar-Phosphate, Compounds, Compounds-And-Elements	D-xylulose 5-phosphate	https://metacyc.org/compound?orgid=META&id=XYLULOSE-5-PHOSPHATE
GLC-6-P	9	Carbohydrate-Derivatives, All-Carbohydrates, Chemicals, FRAMES, Hexose-phosphates, Glucose-6-phosphate, Carbohydrates, Glycans, D-glucopyranose-6-phosphate, Sugar-Phosphate, Compounds, Compounds-And-Elements, HEXOSE-6-PHOSPHATES, SUGAR-6-PHOSPHATES	&beta;-D-glucose 6-phosphate	https://metacyc.org/compound?orgid=META&id=GLC-6-P
CPD-15317	9	Chemicals, Pentose-phosphates, FRAMES, Carbohydrates, Glycans, Compounds, RIBOSE-5P, Carbohydrate-Derivatives, All-Carbohydrates, SUGAR-5-PHOSPHATES, PENTOSE-5-PHOSPHATES, Sugar-Phosphate, Compounds-And-Elements	D-ribofuranose 5-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-15317
CHORISMATE	9	Organic-Acids, Chemicals, Acids, FRAMES, dicarboxylate, Compounds, All-Carboxy-Acids, Compounds-And-Elements, Carboxylates	chorismate	https://metacyc.org/compound?orgid=META&id=CHORISMATE
L-ALPHA-ALANINE	9	Chemicals, FRAMES, Non-polar-amino-acids, Amino-Acids-20, Compounds, Alpha-Amino-Acids, Amino-Acids, Carboxylates, All-Carboxy-Acids, L-Amino-Acids, Organic-Acids, Acids, Neutral-Amino-Acids, All-Amino-Acids, Compounds-And-Elements	L-alanine	https://metacyc.org/compound?orgid=META&id=L-ALPHA-ALANINE
URATE	9	Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, Chemicals, Organic-heterocyclic-compound, Organonitrogen-Compounds, FRAMES, Compounds, Nitrogen-Molecular-Entities, Compounds-And-Elements	urate	https://metacyc.org/compound?orgid=META&id=URATE
GAP	9	Carbohydrate-Derivatives, All-Carbohydrates, Chemicals, FRAMES, CPD0-2032, Carbohydrates, Glycans, Sugar-Phosphate, Compounds, Aldose-Phosphates, Compounds-And-Elements	D-glyceraldehyde 3-phosphate	https://metacyc.org/compound?orgid=META&id=GAP
2-PG	9	Organic-Acids, Glycerates, Chemicals, Acids, FRAMES, CPD-16758, Compounds, All-Carboxy-Acids, Compounds-And-Elements, Carboxylates, Monocarboxylates	2-phospho-D-glycerate	https://metacyc.org/compound?orgid=META&id=2-PG
RIBULOSE-5P	9	Carbohydrate-Derivatives, All-Carbohydrates, Pentose-phosphates, Chemicals, FRAMES, SUGAR-5-PHOSPHATES, Ribulose-phosphates, Carbohydrates, PENTOSE-5-PHOSPHATES, Glycans, Sugar-Phosphate, Compounds, Compounds-And-Elements	D-ribulose 5-phosphate	https://metacyc.org/compound?orgid=META&id=RIBULOSE-5P
3-ENOLPYRUVYL-SHIKIMATE-5P	9	Chemicals, Compounds, FRAMES, Compounds-And-Elements	5-enolpyruvoyl-shikimate 3-phosphate	https://metacyc.org/compound?orgid=META&id=3-ENOLPYRUVYL-SHIKIMATE-5P
CPD-187	9	Chemicals, FRAMES, Compounds, All-Carboxy-Acids, Carboxylates, Organic-Acids, 2-Oxo-Acids, Acids, Compounds-And-Elements, 2-Oxo-carboxylates	4-hydroxy-4-methyl-2-oxoglutarate	https://metacyc.org/compound?orgid=META&id=CPD-187
UREA	9	Monocarboxylic-Acid-Amides, Amides, Chemicals, Compounds, Carboxamides, FRAMES, Compounds-And-Elements	urea	https://metacyc.org/compound?orgid=META&id=UREA
MANNOSE-1P	9	Carbohydrate-Derivatives, All-Carbohydrates, Chemicals, FRAMES, Sugar-1-Phosphate, Hexose-phosphates, Alpha-Hexose-1-Phosphates, Carbohydrates, Hexose-1-Phosphate, Glycans, Sugar-Phosphate, Compounds, Compounds-And-Elements	&alpha;-D-mannose 1-phosphate	https://metacyc.org/compound?orgid=META&id=MANNOSE-1P
5-10-METHENYL-THF-GLU-N	9	Organic-Heteropolycyclic-Compounds, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, Vitamins, Cofactors, THF-Derivatives, Organonitrogen-Compounds, Compounds, Pteroates, Pterins, Pteridines, Organic-heterobicyclic-compounds, Organonitrogen-Heterocyclic-Compounds, All-Folates, Nitrogen-Molecular-Entities, Compounds-And-Elements	a 5,10-methenyltetrahydrofolate	https://metacyc.org/compound?orgid=META&id=5-10-METHENYL-THF-GLU-N
METHYLENE-THF-GLU-N	9	Organic-Heteropolycyclic-Compounds, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, Vitamins, Cofactors, THF-Derivatives, Organonitrogen-Compounds, Compounds, Pteroates, Pterins, Pteridines, Organic-heterobicyclic-compounds, Organonitrogen-Heterocyclic-Compounds, All-Folates, Nitrogen-Molecular-Entities, Compounds-And-Elements	a 5,10-methylenetetrahydrofolate	https://metacyc.org/compound?orgid=META&id=METHYLENE-THF-GLU-N
CDP	10	Organic-heteromonocyclic-compounds, Chemicals, Organonitrogen-Compounds, FRAMES, Organic-heterocyclic-compound, Ribonucleoside-Diphosphates, Compounds, Pyrimidine-ribonucleosides-5-PP, Pyrimidine-ribonucleotides, Organonitrogen-Heterocyclic-Compounds, Nucleotides, Nucleoside-Diphosphates, Ribonucleotides, Diazines, All-Nucleosides, Nitrogen-Molecular-Entities, Pyrimidine-nucleotides, Compounds-And-Elements, Pyrimidines	CDP	https://metacyc.org/compound?orgid=META&id=CDP
ETHANOL-AMINE	10	Chemicals, Compounds, FRAMES, Compounds-And-Elements	ethanolamine	https://metacyc.org/compound?orgid=META&id=ETHANOL-AMINE
R-3-hydroxymyristoyl-ACPs	10	Polypeptides, OH-ACYL-ACP, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, Macromolecules, Proteins	a (3R)-3-hydroxytetradecanoyl-[acp]	https://metacyc.org/compound?orgid=META&id=R-3-hydroxymyristoyl-ACPs
CIT	10	Chemicals, Compounds, FRAMES, Compounds-And-Elements	citrate	https://metacyc.org/compound?orgid=META&id=CIT
P-AMINO-BENZOATE	10	Aromatics, Organic-Acids, Chemicals, Acids, FRAMES, Aromatic-Acid, Compounds, Benzoates, Carboxylates, Compounds-And-Elements, All-Carboxy-Acids	4-aminobenzoate	https://metacyc.org/compound?orgid=META&id=P-AMINO-BENZOATE
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE	10	Chemicals, Compounds, FRAMES, Compounds-And-Elements	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	https://metacyc.org/compound?orgid=META&id=PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE
PHENYL-PYRUVATE	10	Chemicals, FRAMES, Compounds, Aromatic-Oxoacids, All-Carboxy-Acids, Carboxylates, Organic-Acids, 2-Oxo-Acids, Acids, Compounds-And-Elements, 2-Oxo-carboxylates	3-phenyl-2-oxopropanoate	https://metacyc.org/compound?orgid=META&id=PHENYL-PYRUVATE
GDP	10	Chemicals, Compounds, FRAMES, Compounds-And-Elements, All-Nucleosides	GDP	https://metacyc.org/compound?orgid=META&id=GDP
CPD-9923	10	Chemicals, Compounds, FRAMES, Compounds-And-Elements	(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate	https://metacyc.org/compound?orgid=META&id=CPD-9923
2-METHYL-6-SOLANYL-14-BENZOQUINONE	10	Reduced-Quinones, Aromatics, Chemicals, Compounds, FRAMES, Compounds-And-Elements	2-methyl-6-all-trans-nonaprenyl-1,4-benzoquinol	https://metacyc.org/compound?orgid=META&id=2-METHYL-6-SOLANYL-14-BENZOQUINONE
CPDQT-4	10	Carbohydrate-Derivatives, All-Carbohydrates, Chemicals, FRAMES, Sugar-1-Phosphate, Hexose-phosphates, Carbohydrates, Hexose-1-Phosphate, Glycans, Sugar-Phosphate, Compounds, Compounds-And-Elements	&beta;-L-galactose 1-phosphate	https://metacyc.org/compound?orgid=META&id=CPDQT-4
CPD-14276	10	ACYL-COA, Chemicals, D-3-HYDROXYACYL-COA, FRAMES, All-Coas, Thioesters, HYDROXY-ACYL-COA, Compounds, Esters, Compounds-And-Elements, Very-Long-Chain-3-Hydroxyacyl-CoAs, 3-HYDROXYACYL-COA	(3R)-3-hydroxybehenoyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-14276
RIBOFLAVIN	10	B-vitamins, Organic-Heteropolycyclic-Compounds, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, Vitamins, Oxidized-Flavins, Organonitrogen-Compounds, Compounds, Benzopteridines, Pteridines, Organic-heterobicyclic-compounds, Organonitrogen-Heterocyclic-Compounds, FLAVIN, Nitrogen-Molecular-Entities, Compounds-And-Elements	riboflavin	https://metacyc.org/compound?orgid=META&id=RIBOFLAVIN
PHOSPHORYL-ETHANOLAMINE	10	Chemicals, Compounds, FRAMES, Compounds-And-Elements	O-phosphoethanolamine	https://metacyc.org/compound?orgid=META&id=PHOSPHORYL-ETHANOLAMINE
FARNESYL-PP	10	Chemicals, Sesquiterpenes, Methyl-Branched-Lipids, FRAMES, Compounds, Secondary-Metabolites, Isoprenoid-Phosphates, Isoprenoid-Derivatives, Polyisoprenyl-Diphosphates, TRANS-POLYISOPRENYL-PP, Terpenoids, Lipids, Polyisoprenoids, Compounds-And-Elements	(2E,6E)-farnesyl diphosphate	https://metacyc.org/compound?orgid=META&id=FARNESYL-PP
2K-4CH3-PENTANOATE	10	Chemicals, FRAMES, Branched-chain-fatty-acids, Fatty-Acids, Compounds, Methyl-Branched-Fatty-Acids, Short-chain-fatty-acids, All-Carboxy-Acids, Carboxylates, Organic-Acids, 2-Oxo-Acids, Acids, Iso-fatty-acids, Short-Chain-Carboxylates, Compounds-And-Elements, 2-Oxo-carboxylates	4-methyl-2-oxopentanoate	https://metacyc.org/compound?orgid=META&id=2K-4CH3-PENTANOATE
CPD-649	10	Chemicals, Phosphosphingolipids, SPHINGOLIPIDS, FRAMES, Sphingoid-1-phosphates, Phospholipids, Compounds, Lipids, Compounds-And-Elements	sphinganine 1-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-649
CMP	10	Ribonucleoside-Monophosphates, Chemicals, Organic-heteromonocyclic-compounds, Organonitrogen-Compounds, FRAMES, Organic-heterocyclic-compound, Nucleoside-Monophosphates, Compounds, Pyrimidine-ribonucleotides, Pyrimidine-ribonucleosides-5-P, Organonitrogen-Heterocyclic-Compounds, Nucleotides, Ribonucleotides, Diazines, All-Nucleosides, Nitrogen-Molecular-Entities, Pyrimidine-nucleotides, Compounds-And-Elements, Pyrimidines	CMP	https://metacyc.org/compound?orgid=META&id=CMP
CPD-14274	10	ACYL-COA, Chemicals, 3-Oxoacyl-CoAs, FRAMES, All-Coas, Very-Long-Chain-oxoacyl-CoAs, Thioesters, Compounds, Esters, 3-KETOACYL-COA, Compounds-And-Elements	3-oxocerotoyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-14274
DIHYDROFOLATE-GLU-N	10	Organic-Heteropolycyclic-Compounds, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, Vitamins, Cofactors, Organonitrogen-Compounds, Compounds, Pteroates, Pterins, Pteridines, Organic-heterobicyclic-compounds, Organonitrogen-Heterocyclic-Compounds, All-Folates, Nitrogen-Molecular-Entities, Compounds-And-Elements	a 7,8-dihydrofolate	https://metacyc.org/compound?orgid=META&id=DIHYDROFOLATE-GLU-N
GUANOSINE	10	Ribonucleosides, Organic-Heteropolycyclic-Compounds, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, Organonitrogen-Compounds, Purine-Nucleosides, Purines, Compounds, Organic-heterobicyclic-compounds, Organonitrogen-Heterocyclic-Compounds, All-Nucleosides, Purine-Ribonucleosides, Nitrogen-Molecular-Entities, Compounds-And-Elements, Nucleosides	guanosine	https://metacyc.org/compound?orgid=META&id=GUANOSINE
GERANYL-PP	10	Chemicals, FRAMES, Terpenoid-Derivatives, Compounds, Secondary-Metabolites, Isoprenoid-Phosphates, Isoprenoid-Derivatives, Polyisoprenyl-Diphosphates, Monoterpene-Derivatives, Terpenoids, Monoterpenyl-Diphosphates, Lipids, Polyisoprenoids, Monoterpenol-phosphates, Compounds-And-Elements	geranyl diphosphate	https://metacyc.org/compound?orgid=META&id=GERANYL-PP
LAUROYLCOA-CPD	10	ACYL-COA, Chemicals, FRAMES, Medium-Chain-Acyl-CoAs, Saturated-Fatty-Acyl-CoA, All-Coas, Fatty-Acyl-CoAs, Medium-Chain-234-Saturated-acyl-CoAs, Thioesters, Compounds, Esters, Compounds-And-Elements	lauroyl-CoA	https://metacyc.org/compound?orgid=META&id=LAUROYLCOA-CPD
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE	10	Amides, Carboxamides, Chemicals, Compounds, FRAMES, Compounds-And-Elements	5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide	https://metacyc.org/compound?orgid=META&id=PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE
PRO	10	Chemicals, FRAMES, Non-polar-amino-acids, Amino-Acids-20, Compounds, Alpha-Amino-Acids, Amino-Acids, Carboxylates, All-Carboxy-Acids, L-Amino-Acids, Organic-Acids, Acids, Neutral-Amino-Acids, All-Amino-Acids, Compounds-And-Elements	L-proline	https://metacyc.org/compound?orgid=META&id=PRO
HYDROXYMETHYLBILANE	10	Chemicals, Compounds, FRAMES, Compounds-And-Elements	preuroporphyrinogen	https://metacyc.org/compound?orgid=META&id=HYDROXYMETHYLBILANE
CTP	10	Organic-heteromonocyclic-compounds, Chemicals, Organonitrogen-Compounds, FRAMES, Organic-heterocyclic-compound, Nucleoside-Triphosphates, Compounds, Pyrimidine-ribonucleotides, Organonitrogen-Heterocyclic-Compounds, Pyrimidine-ribonucleosides-5-PPP, Nucleotides, Ribonucleotides, Ribonucleoside-Triphosphates, Diazines, All-Nucleosides, Nitrogen-Molecular-Entities, Pyrimidine-nucleotides, Compounds-And-Elements, Pyrimidines	CTP	https://metacyc.org/compound?orgid=META&id=CTP
CPD-13243	10	Chemicals, Compounds, FRAMES, Compounds-And-Elements	geranyl monophosphate	https://metacyc.org/compound?orgid=META&id=CPD-13243
CPD1G-277	10	Chemicals, FRAMES, Saturated-Fatty-Acyl-CoA, All-Coas, VERY-LONG-CHAIN-FATTY-ACYL-COA, Compounds, Fatty-Acyl-CoAs, ACYL-COA, Thioesters, Esters, Very-long-Chain-234-Saturated-acyl-CoAs, Compounds-And-Elements	cerotoyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD1G-277
CPD-407	10	DIPEPTIDES, Chemicals, FRAMES, Peptides, Compounds, OLIGOPEPTIDES, 5-L-GLUTAMYL-AMINO-ACID, Compounds-And-Elements	&gamma;-L-glutamyl-D-alanine	https://metacyc.org/compound?orgid=META&id=CPD-407
GLYCOLLATE	10	Organic-Acids, Chemicals, Acids, FRAMES, Compounds, Carboxylates, Compounds-And-Elements, All-Carboxy-Acids, Monocarboxylates	glycolate	https://metacyc.org/compound?orgid=META&id=GLYCOLLATE
CPD-22021	10	ACYL-COA, Chemicals, 3-Oxoacyl-CoAs, FRAMES, All-Coas, Very-Long-Chain-oxoacyl-CoAs, Thioesters, Compounds, Esters, 3-KETOACYL-COA, Compounds-And-Elements	3-oxohexatriacontanoyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-22021
CPD-671	10	Chemicals, Compounds, FRAMES, Compounds-And-Elements	5-formimidoyltetrahydrofolate	https://metacyc.org/compound?orgid=META&id=CPD-671
Dodecanoyl-ACPs	10	Chemicals, Medium-Chain-Acyl-ACPs, ACYL-ACP, FRAMES, Fatty-acyl-ACPs, Saturated-Fatty-Acyl-ACPs, All-ACPs, Modified-Proteins, Macromolecules, Proteins, Saturated-acyl-ACPs, Polypeptides	a dodecanoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Dodecanoyl-ACPs
CPD-22010	10	Chemicals, D2-ENOYL-COA, FRAMES, All-Coas, Very-Long-Chain-Trans-23-Dehydroacyl-CoA, Thioesters, Compounds, Esters, TRANS-D2-ENOYL-COA, Compounds-And-Elements	trans-triaconta-2-enoyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-22010
D-ERYTHRO-IMIDAZOLE-GLYCEROL-P	10	Chemicals, Compounds, FRAMES, Compounds-And-Elements	D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate	https://metacyc.org/compound?orgid=META&id=D-ERYTHRO-IMIDAZOLE-GLYCEROL-P
Tetradec-2-enoyl-ACPs	10	TRANS-D2-ENOYL-ACP, Polypeptides, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, Macromolecules, Proteins, Monounsaturated-acyl-ACPs	a (2E)-tetradec-2-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Tetradec-2-enoyl-ACPs
CPD-22006	10	Chemicals, D2-ENOYL-COA, FRAMES, All-Coas, Very-Long-Chain-Trans-23-Dehydroacyl-CoA, Thioesters, Compounds, Esters, TRANS-D2-ENOYL-COA, Compounds-And-Elements	trans-octacos-2-enoyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-22006
Octadec-2-enoyl-ACPs	10	TRANS-D2-ENOYL-ACP, Polypeptides, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, Macromolecules, Proteins, Monounsaturated-acyl-ACPs	a (2E)-octadec-2-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Octadec-2-enoyl-ACPs
CPD-17492	10	Organic-Acids, Chemicals, Acids, FRAMES, 2-Hydroxy-carboxylates, D-2-hydroxyacids, Hydroxy-carboxylates, Compounds, Carboxylates, Compounds-And-Elements, All-Carboxy-Acids	(R)-2-hydroxy-4-methylpentanoate	https://metacyc.org/compound?orgid=META&id=CPD-17492
2-Hexadecenoyl-ACPs	10	TRANS-D2-ENOYL-ACP, Polypeptides, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, Macromolecules, Proteins, Monounsaturated-acyl-ACPs	a (2E)-hexadec-2-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=2-Hexadecenoyl-ACPs
CPD-15016	10	Organic-Acids, Chemicals, 2-Oxo-Acids, Acids, FRAMES, dicarboxylate, Compounds, All-Carboxy-Acids, Compounds-And-Elements, 2-Oxo-carboxylates, CPD-15015, Carboxylates	(4S)-4-hydroxy-2-oxoglutarate	https://metacyc.org/compound?orgid=META&id=CPD-15016
COPROPORPHYRINOGEN_I	10	Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, Chemicals, Organonitrogen-Compounds, Organic-heterocyclic-compound, FRAMES, Macrocycles, Compounds, Porphyrins, Nitrogen-Molecular-Entities, Polypyrroles, Compounds-And-Elements, Cyclic-polypyrroles, Cyclic-tetrapyrroles	coproporphyrinogen I	https://metacyc.org/compound?orgid=META&id=COPROPORPHYRINOGEN_I
CPD-22015	10	Chemicals, FRAMES, Saturated-Fatty-Acyl-CoA, All-Coas, VERY-LONG-CHAIN-FATTY-ACYL-COA, Compounds, Fatty-Acyl-CoAs, ACYL-COA, Thioesters, Esters, Very-long-Chain-234-Saturated-acyl-CoAs, Compounds-And-Elements	tetratriacontanoyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-22015
L-GULONO-1-4-LACTONE	10	Chemicals, Compounds, Gamma-lactones, Lactones, FRAMES, Esters, Compounds-And-Elements	L-gulono-1,4-lactone	https://metacyc.org/compound?orgid=META&id=L-GULONO-1-4-LACTONE
CPD-14282	10	Chemicals, D2-ENOYL-COA, FRAMES, All-Coas, Very-Long-Chain-Trans-23-Dehydroacyl-CoA, Thioesters, Compounds, Esters, TRANS-D2-ENOYL-COA, Compounds-And-Elements	trans-lignocer-2-enoyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-14282
UROPORPHYRINOGEN-III	10	Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, Chemicals, Organonitrogen-Compounds, Organic-heterocyclic-compound, FRAMES, Macrocycles, Compounds, Porphyrins, Nitrogen-Molecular-Entities, Polypyrroles, Compounds-And-Elements, Cyclic-polypyrroles, Cyclic-tetrapyrroles	uroporphyrinogen-III	https://metacyc.org/compound?orgid=META&id=UROPORPHYRINOGEN-III
4-P-PANTOTHENATE	10	Chemicals, Compounds, FRAMES, Compounds-And-Elements	(R)-4'-phosphopantothenate	https://metacyc.org/compound?orgid=META&id=4-P-PANTOTHENATE
MG-PROTOPORPHYRIN	10	Organic-heteromonocyclic-compounds, Chemicals, Organonitrogen-Compounds, FRAMES, Organic-heterocyclic-compound, Compounds, Macrocycles, Porphyrins, Cyclic-tetrapyrroles, Organonitrogen-Heterocyclic-Compounds, Organometallics, Nitrogen-Molecular-Entities, Polypyrroles, Compounds-And-Elements, Cyclic-polypyrroles	Mg-protoporphyrin	https://metacyc.org/compound?orgid=META&id=MG-PROTOPORPHYRIN
CPD-497	10	Chemicals, Compounds, FRAMES, Modified-Nucleosides, Compounds-And-Elements, Nucleosides, All-Nucleosides	pseudouridine	https://metacyc.org/compound?orgid=META&id=CPD-497
STEAROYL-COA	10	ACYL-COA, Long-Chain-Acyl-CoAs, Chemicals, FRAMES, Saturated-Fatty-Acyl-CoA, All-Coas, Fatty-Acyl-CoAs, Thioesters, Compounds, Esters, Long-Chain-234-Saturated-acyl-CoAs, Compounds-And-Elements	stearoyl-CoA	https://metacyc.org/compound?orgid=META&id=STEAROYL-COA
GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE	10	Carbohydrate-Derivatives, Chemicals, All-Carbohydrates, FRAMES, Nucleotides, Carbohydrates, NUCLEOTIDE-SUGARS, NDP-sugars, All-Nucleosides, Glycans, Compounds, Modified-Nucleotides, Compounds-And-Elements, GDP-SUGARS	GDP-4-dehydro-&alpha;-D-rhamnose	https://metacyc.org/compound?orgid=META&id=GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE
ADENYLOSUCC	10	Chemicals, Compounds, FRAMES, Nucleotides, Modified-Nucleotides, Compounds-And-Elements, All-Nucleosides	N6-(1,2-dicarboxyethyl)AMP	https://metacyc.org/compound?orgid=META&id=ADENYLOSUCC
3-oxo-hexanoyl-ACPs	10	Polypeptides, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, B-KETOACYL-ACP, Macromolecules, Proteins, Medium-Chain-3-oxo-ACPs	a 3-oxohexanoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3-oxo-hexanoyl-ACPs
CPD-22003	10	Chemicals, FRAMES, Saturated-Fatty-Acyl-CoA, All-Coas, VERY-LONG-CHAIN-FATTY-ACYL-COA, Compounds, Fatty-Acyl-CoAs, ACYL-COA, Thioesters, Esters, Very-long-Chain-234-Saturated-acyl-CoAs, Compounds-And-Elements	octacosanoyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-22003
3Z-PHYCOERYTHROBILIN	10	Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, Chemicals, Organonitrogen-Compounds, Organic-heterocyclic-compound, FRAMES, Phytobilins, Bilins, Phycobilins, Compounds, Nitrogen-Molecular-Entities, Polypyrroles, Compounds-And-Elements, Phycoerythrobilins	(3Z)-phycoerythrobilin	https://metacyc.org/compound?orgid=META&id=3Z-PHYCOERYTHROBILIN
THF	10	B-vitamins, Organic-Heteropolycyclic-Compounds, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, Vitamins, Cofactors, Organonitrogen-Compounds, Compounds, Pteroates, Pterins, THF-GLU-N, Pteridines, Organic-heterobicyclic-compounds, Organonitrogen-Heterocyclic-Compounds, All-Folates, Nitrogen-Molecular-Entities, Compounds-And-Elements	5,6,7,8-tetrahydrofolate	https://metacyc.org/compound?orgid=META&id=THF
R-3-hydroxystearoyl-ACPs	10	Polypeptides, OH-ACYL-ACP, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, Macromolecules, Proteins	a (3R)-3-hydroxyoctadecanoyl-[acp]	https://metacyc.org/compound?orgid=META&id=R-3-hydroxystearoyl-ACPs
5-HYDROXY-CTP	10	Chemicals, Compounds, FRAMES, Nucleotides, Modified-Nucleotides, Compounds-And-Elements, All-Nucleosides	5-hydroxy-CTP	https://metacyc.org/compound?orgid=META&id=5-HYDROXY-CTP
CPD-22011	10	Chemicals, FRAMES, Saturated-Fatty-Acyl-CoA, All-Coas, VERY-LONG-CHAIN-FATTY-ACYL-COA, Compounds, Fatty-Acyl-CoAs, ACYL-COA, Thioesters, Esters, Very-long-Chain-234-Saturated-acyl-CoAs, Compounds-And-Elements	dotriacontanoyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-22011
N-5-PHOSPHORIBOSYL-ANTHRANILATE	10	Chemicals, Compounds, FRAMES, Compounds-And-Elements	N-(5-phosphoribosyl)-anthranilate	https://metacyc.org/compound?orgid=META&id=N-5-PHOSPHORIBOSYL-ANTHRANILATE
INDOLE_ACETALDEHYDE	10	Aromatics, Chemicals, Compounds, FRAMES, Indoles, Compounds-And-Elements, Indole-Derivatives	(indol-3-yl)acetaldehyde	https://metacyc.org/compound?orgid=META&id=INDOLE_ACETALDEHYDE
5-P-BETA-D-RIBOSYL-AMINE	10	Chemicals, Compounds, FRAMES, Compounds-And-Elements	5-phospho-&beta;-D-ribosylamine	https://metacyc.org/compound?orgid=META&id=5-P-BETA-D-RIBOSYL-AMINE
CYTIDINE	10	Ribonucleosides, Organic-heteromonocyclic-compounds, Chemicals, Organonitrogen-Compounds, FRAMES, Organic-heterocyclic-compound, Compounds, Pyrimidine-Ribonucleosides, Pyrimidine-Nucleosides, Organonitrogen-Heterocyclic-Compounds, Diazines, All-Nucleosides, Nitrogen-Molecular-Entities, Compounds-And-Elements, Nucleosides, Pyrimidines	cytidine	https://metacyc.org/compound?orgid=META&id=CYTIDINE
ALPHA-GLUCOSE	10	Hexoses, Chemicals, FRAMES, Monosaccharides, Carbohydrates, Aldopyranoses, Glycans, Compounds, Aldehydes-Or-Ketones, All-Carbohydrates, Glucopyranose, Aldoses, Aldohexoses, D-aldopyranoses, Aldehydes, Compounds-And-Elements, D-Glucose, Glucose, Sugar	&alpha;-D-glucopyranose	https://metacyc.org/compound?orgid=META&id=ALPHA-GLUCOSE
CPD-15190	10	Aromatics, Chemicals, FRAMES, Compounds, Lipids, Polyisoprenoids, Compounds-And-Elements	3-all trans-hexaprenyl-4-aminobenzoate	https://metacyc.org/compound?orgid=META&id=CPD-15190
DIHYDROFOLATE	10	Organic-Heteropolycyclic-Compounds, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, Vitamins, Cofactors, Organonitrogen-Compounds, Compounds, Pteroates, Pterins, Pteridines, Organic-heterobicyclic-compounds, Organonitrogen-Heterocyclic-Compounds, All-Folates, DIHYDROFOLATE-GLU-N, Nitrogen-Molecular-Entities, Compounds-And-Elements	7,8-dihydrofolate monoglutamate	https://metacyc.org/compound?orgid=META&id=DIHYDROFOLATE
Myristoyl-ACPs	10	Chemicals, ACYL-ACP, FRAMES, Fatty-acyl-ACPs, Saturated-Fatty-Acyl-ACPs, All-ACPs, Modified-Proteins, Macromolecules, Proteins, Saturated-acyl-ACPs, Polypeptides, Long-Chain-Acyl-ACPs	a myristoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Myristoyl-ACPs
