BSI__PFLU_U_BE1__K141_173029_58-MONOMER	BSI__PFLU_U_BE1__K141_173029_58		NIL	
BSI__PFLU_U_BE1__K141_101439_452-MONOMER	BSI__PFLU_U_BE1__K141_101439_452		NIL	
BSI__PFLU_U_BE1__K141_173029_59-MONOMER	BSI__PFLU_U_BE1__K141_173029_59		NIL	
BSI__PFLU_U_BE1__K141_101439_453-MONOMER	BSI__PFLU_U_BE1__K141_101439_453		NIL	
BSI__PFLU_U_BE1__K141_173029_60-MONOMER	BSI__PFLU_U_BE1__K141_173029_60		NIL	
BSI__PFLU_U_BE1__K141_101439_454-MONOMER	BSI__PFLU_U_BE1__K141_101439_454		NIL	
BSI__PFLU_U_BE1__K141_173029_61-MONOMER	BSI__PFLU_U_BE1__K141_173029_61		NIL	
BSI__PFLU_U_BE1__K141_101439_455-MONOMER	BSI__PFLU_U_BE1__K141_101439_455		NIL	
BSI__PFLU_U_BE1__K141_173029_62-MONOMER	BSI__PFLU_U_BE1__K141_173029_62		NIL	
BSI__PFLU_U_BE1__K141_101439_456-MONOMER	BSI__PFLU_U_BE1__K141_101439_456		NIL	
BSI__PFLU_U_BE1__K141_173029_63-MONOMER	BSI__PFLU_U_BE1__K141_173029_63		NIL	
BSI__PFLU_U_BE1__K141_101439_457-MONOMER	BSI__PFLU_U_BE1__K141_101439_457		NIL	
BSI__PFLU_U_BE1__K141_173029_64-MONOMER	BSI__PFLU_U_BE1__K141_173029_64		NIL	
BSI__PFLU_U_BE1__K141_101439_458-MONOMER	BSI__PFLU_U_BE1__K141_101439_458		NIL	
BSI__PFLU_U_BE1__K141_173029_65-MONOMER	BSI__PFLU_U_BE1__K141_173029_65		NIL	
BSI__PFLU_U_BE1__K141_101439_459-MONOMER	BSI__PFLU_U_BE1__K141_101439_459		NIL	
BSI__PFLU_U_BE1__K141_173029_66-MONOMER	BSI__PFLU_U_BE1__K141_173029_66		NIL	
BSI__PFLU_U_BE1__K141_101439_460-MONOMER	BSI__PFLU_U_BE1__K141_101439_460		NIL	
BSI__PFLU_U_BE1__K141_173029_67-MONOMER	BSI__PFLU_U_BE1__K141_173029_67		NIL	
BSI__PFLU_U_BE1__K141_101439_461-MONOMER	BSI__PFLU_U_BE1__K141_101439_461		NIL	
BSI__PFLU_U_BE1__K141_173029_68-MONOMER	BSI__PFLU_U_BE1__K141_173029_68		NIL	
BSI__PFLU_U_BE1__K141_101439_462-MONOMER	BSI__PFLU_U_BE1__K141_101439_462		NIL	
BSI__PFLU_U_BE1__K141_173029_69-MONOMER	BSI__PFLU_U_BE1__K141_173029_69		NIL	
BSI__PFLU_U_BE1__K141_101439_463-MONOMER	BSI__PFLU_U_BE1__K141_101439_463		NIL	
BSI__PFLU_U_BE1__K141_173029_70-MONOMER	BSI__PFLU_U_BE1__K141_173029_70		NIL	
BSI__PFLU_U_BE1__K141_101439_464-MONOMER	BSI__PFLU_U_BE1__K141_101439_464		NIL	
BSI__PFLU_U_BE1__K141_173029_71-MONOMER	BSI__PFLU_U_BE1__K141_173029_71		NIL	
BSI__PFLU_U_BE1__K141_101439_465-MONOMER	BSI__PFLU_U_BE1__K141_101439_465		NIL	
BSI__PFLU_U_BE1__K141_173029_72-MONOMER	BSI__PFLU_U_BE1__K141_173029_72		NIL	
BSI__PFLU_U_BE1__K141_101439_466-MONOMER	BSI__PFLU_U_BE1__K141_101439_466		NIL	
BSI__PFLU_U_BE1__K141_173029_73-MONOMER	BSI__PFLU_U_BE1__K141_173029_73		NIL	
BSI__PFLU_U_BE1__K141_101439_467-MONOMER	BSI__PFLU_U_BE1__K141_101439_467		NIL	
BSI__PFLU_U_BE1__K141_173029_74-MONOMER	BSI__PFLU_U_BE1__K141_173029_74		NIL	
BSI__PFLU_U_BE1__K141_101439_468-MONOMER	BSI__PFLU_U_BE1__K141_101439_468		NIL	
BSI__PFLU_U_BE1__K141_173029_75-MONOMER	BSI__PFLU_U_BE1__K141_173029_75		NIL	
BSI__PFLU_U_BE1__K141_101439_469-MONOMER	BSI__PFLU_U_BE1__K141_101439_469		NIL	
BSI__PFLU_U_BE1__K141_173029_76-MONOMER	BSI__PFLU_U_BE1__K141_173029_76		NIL	
BSI__PFLU_U_BE1__K141_101439_470-MONOMER	BSI__PFLU_U_BE1__K141_101439_470		NIL	
BSI__PFLU_U_BE1__K141_173029_77-MONOMER	BSI__PFLU_U_BE1__K141_173029_77		NIL	
BSI__PFLU_U_BE1__K141_101439_471-MONOMER	BSI__PFLU_U_BE1__K141_101439_471		NIL	
BSI__PFLU_U_BE1__K141_173029_78-MONOMER	BSI__PFLU_U_BE1__K141_173029_78		NIL	
BSI__PFLU_U_BE1__K141_101439_472-MONOMER	BSI__PFLU_U_BE1__K141_101439_472		NIL	
BSI__PFLU_U_BE1__K141_173029_79-MONOMER	BSI__PFLU_U_BE1__K141_173029_79		NIL	
BSI__PFLU_U_BE1__K141_101439_473-MONOMER	BSI__PFLU_U_BE1__K141_101439_473		NIL	
BSI__PFLU_U_BE1__K141_173029_80-MONOMER	BSI__PFLU_U_BE1__K141_173029_80		NIL	
BSI__PFLU_U_BE1__K141_101439_474-MONOMER	BSI__PFLU_U_BE1__K141_101439_474		NIL	
BSI__PFLU_U_BE1__K141_173029_81-MONOMER	BSI__PFLU_U_BE1__K141_173029_81		NIL	
BSI__PFLU_U_BE1__K141_101439_475-MONOMER	BSI__PFLU_U_BE1__K141_101439_475		NIL	
BSI__PFLU_U_BE1__K141_173029_82-MONOMER	BSI__PFLU_U_BE1__K141_173029_82		NIL	
BSI__PFLU_U_BE1__K141_101439_476-MONOMER	BSI__PFLU_U_BE1__K141_101439_476		NIL	
BSI__PFLU_U_BE1__K141_173029_83-MONOMER	BSI__PFLU_U_BE1__K141_173029_83		NIL	
BSI__PFLU_U_BE1__K141_173029_84-MONOMER	BSI__PFLU_U_BE1__K141_173029_84		NIL	
